DAY;MONTH;YEAR;Valore
3;5;2015;7,0
4;5;2015;7,2
5;5;2015;8,0
6;5;2015;6,9
7;5;2015;7,4
8;5;2015;6,2
9;5;2015;3,8
10;5;2015;6,9
11;5;2015;8,8
12;5;2015;9,8
13;5;2015;7,8
14;5;2015;7,3
15;5;2015;7,9
16;5;2015;8,6
17;5;2015;7,4
18;5;2015;8,5
19;5;2015;7,2
20;5;2015;3,9
21;5;2015;4,7
22;5;2015;5,5
23;5;2015;5,3
24;5;2015;6,7
25;5;2015;8,7
26;5;2015;6,6
27;5;2015;8,0
28;5;2015;9,9
29;5;2015;11,7
30;5;2015;9,4
31;5;2015;9,7
1;6;2015;6,4
2;6;2015;9,4
3;6;2015;11,0
4;6;2015;12,4
5;6;2015;13,2
6;6;2015;9,8
7;6;2015;9,0
8;6;2015;8,1
9;6;2015;8,6
10;6;2015;7,1
11;6;2015;7,5
12;6;2015;9,5
13;6;2015;8,8
14;6;2015;7,7
15;6;2015;7,5
16;6;2015;6,2
17;6;2015;6,2
18;6;2015;7,3
19;6;2015;4,9
20;6;2015;5,6
21;6;2015;7,2
22;6;2015;8,3
23;6;2015;5,1
24;6;2015;6,1
25;6;2015;8,1
26;6;2015;8,7
27;6;2015;7,6
28;6;2015;8,0
29;6;2015;8,6
30;6;2015;9,2
1;7;2015;8,9
2;7;2015;10,6
3;7;2015;10,1
4;7;2015;11,3
5;7;2015;9,1
6;7;2015;
7;7;2015;
8;7;2015;5,0
9;7;2015;3,6
10;7;2015;6,1
11;7;2015;7,6
12;7;2015;9,2
13;7;2015;6,9
14;7;2015;9,3
15;7;2015;10,5
16;7;2015;6,3
17;7;2015;6,4
18;7;2015;6,2
19;7;2015;6,6
20;7;2015;4,7
21;7;2015;5,2
22;7;2015;4,5
23;7;2015;7,0
24;7;2015;8,7
25;7;2015;7,1
26;7;2015;8,7
27;7;2015;8,3
28;7;2015;6,7
29;7;2015;6,7
30;7;2015;5,2
31;7;2015;7,9
1;8;2015;8,0
2;8;2015;9,1
3;8;2015;9,5
4;8;2015;8,8
5;8;2015;7,4
6;8;2015;
7;8;2015;
8;8;2015;
9;8;2015;
10;8;2015;8,7
11;8;2015;6,8
12;8;2015;7,4
13;8;2015;8,5
14;8;2015;8,4
15;8;2015;6,4
16;8;2015;5,5
17;8;2015;6,7
18;8;2015;6,0
19;8;2015;5,2
20;8;2015;6,4
21;8;2015;6,7
22;8;2015;9,2
23;8;2015;10,7
24;8;2015;10,3
25;8;2015;9,9
26;8;2015;9,2
27;8;2015;9,1
28;8;2015;9,0
29;8;2015;7,1
30;8;2015;5,8
31;8;2015;7,9
1;9;2015;8,4
2;9;2015;6,8
3;9;2015;9,7
4;9;2015;8,6
5;9;2015;8,2
6;9;2015;7,2
7;9;2015;7,5
8;9;2015;6,8
9;9;2015;7,4
10;9;2015;10,2
11;9;2015;12,7
12;9;2015;13,4
13;9;2015;11,7
14;9;2015;9,1
15;9;2015;11,3
16;9;2015;11,5
17;9;2015;9,5
18;9;2015;7,9
19;9;2015;6,3
20;9;2015;8,0
21;9;2015;8,5
22;9;2015;9,4
23;9;2015;9,1
24;9;2015;11,4
25;9;2015;11,9
26;9;2015;10,5
27;9;2015;6,9
28;9;2015;8,1
29;9;2015;8,5
30;9;2015;8,5
1;10;2015;12,9
2;10;2015;13,0
3;10;2015;12,9
4;10;2015;12,3
5;10;2015;11,7
6;10;2015;10,9
7;10;2015;9,2
8;10;2015;8,8
9;10;2015;8,1
10;10;2015;8,8
11;10;2015;9,4
12;10;2015;8,3
13;10;2015;7,0
14;10;2015;5,5
15;10;2015;
16;10;2015;
17;10;2015;
18;10;2015;
19;10;2015;
20;10;2015;
21;10;2015;6,0
22;10;2015;8,2
23;10;2015;9,8
24;10;2015;11,3
25;10;2015;9,9
26;10;2015;8,6
27;10;2015;9,8
28;10;2015;9,9
29;10;2015;10,5
30;10;2015;7,7
31;10;2015;7,2
1;11;2015;7,4
2;11;2015;9,0
3;11;2015;9,1
4;11;2015;11,4
5;11;2015;11,8
6;11;2015;11,7
7;11;2015;11,9
8;11;2015;11,3
9;11;2015;10,6
10;11;2015;11,7
11;11;2015;10,4
12;11;2015;10,7
13;11;2015;8,5
14;11;2015;8,5
15;11;2015;8,9
16;11;2015;9,8
17;11;2015;9,8
18;11;2015;10,8
19;11;2015;11,7
20;11;2015;10,3
21;11;2015;5,8
22;11;2015;7,4
23;11;2015;8,4
24;11;2015;9,1
25;11;2015;9,7
26;11;2015;9,8
27;11;2015;10,9
28;11;2015;11,0
29;11;2015;12,4
30;11;2015;12,4
1;12;2015;12,5
2;12;2015;11,9
3;12;2015;11,6
4;12;2015;11,7
5;12;2015;12,3
6;12;2015;11,5
7;12;2015;12,6
8;12;2015;11,4
9;12;2015;11,0
10;12;2015;11,7
11;12;2015;11,7
12;12;2015;12,7
13;12;2015;13,2
14;12;2015;17,5
15;12;2015;18,8
16;12;2015;22,0
17;12;2015;20,8
18;12;2015;19,5
19;12;2015;18,5
20;12;2015;17,1
21;12;2015;17,6
22;12;2015;16,8
23;12;2015;16,6
24;12;2015;17,0
25;12;2015;14,3
26;12;2015;12,3
27;12;2015;13,3
28;12;2015;12,2
29;12;2015;13,1
30;12;2015;9,4
31;12;2015;11,5
